12.5199 1.84079 0.144451 0.0286952 3.53968 
33.5958 3.6737 0.225834 0.0448514 5.87659 
0.900508 0.575882 0.564861 0.0943333 4.00327 
8.36175 1.889 0.214867 0.0409093 4.48907 
221.12 9.42552 0.0903797 0.0159484 6.85434 
6.68853 1.70455 0.272196 0.0531531 4.48831 
7.76264 1.52337 0.157492 0.0318538 3.52227 
37.3665 3.86078 0.17721 0.0261343 5.89518 
25.966 2.66799 0.0858572 0.0177351 3.6528 
18.662 2.11118 0.195651 0.0323546 4.21657 
14.9468 2.23012 0.166246 0.0337497 4.26945 
14.0571 2.25418 0.251803 0.0414943 5.06377 
4.90516 1.41469 0.28503 0.0468556 4.4663 
47.5578 4.21527 0.177818 0.0295342 5.91214 
9.20829 1.4767 0.128822 0.0275227 3.05558 
66.1324 5.2024 0.159541 0.0282634 6.23573 
4.60857 0.881028 0.105565 0.0254136 2.11693 
207.251 10.3882 0.0711582 0.0188878 6.79542 
53.4645 4.21815 0.156448 0.0274704 5.45589 
23.716 2.95399 0.207606 0.0377 5.086 
8.60082 1.41443 0.240821 0.0443707 3.79578 
33.6375 2.77415 0.227784 0.0370397 5.07246 
57.1382 4.64869 0.129898 0.0210803 5.78982 
123.408 6.2693 0.0856286 0.0162928 5.39813 
17.593 2.58703 0.216294 0.0411823 4.84602 
23.7628 2.45164 0.106195 0.0212212 3.71021 
58.4506 4.56569 0.191652 0.037685 5.97159 
14.5211 2.22489 0.225238 0.0418279 4.72814 
114.01 6.83233 0.184269 0.0403419 7.02615 
19.5062 2.02862 0.362171 0.0626962 4.79234 
6.42007 1.38559 0.284587 0.0405737 4.56622 
42.362 3.34696 0.167219 0.0281753 5.0191 
30.4051 3.17382 0.145758 0.0287207 4.719 
3.97665 0.953914 0.491122 0.0777405 4.62923 
21.6319 2.46707 0.116993 0.0234148 3.87194 
25.5245 2.08795 0.196926 0.0324031 4.1917 
7.02969 1.57526 0.22923 0.0415142 4.14477 
67.0133 4.68488 0.208679 0.0319444 6.09476 
2.34156 0.800357 0.278081 0.0541224 3.16715 
33.4756 3.44509 0.196204 0.0395468 5.28012 
4.94478 1.19911 0.236314 0.0375624 3.77415 
24.7371 2.95633 0.146954 0.0263102 4.83859 
36.8427 4.03408 0.121991 0.0324903 5.05029 
44.6684 4.28399 0.147166 0.0310747 5.37952 
22.6401 3.05339 0.235457 0.0479716 5.43029 
12.7333 1.86713 0.134435 0.0231976 3.69358 
7.22287 1.49961 0.209444 0.0368287 3.95364 
25.5153 3.31258 0.224105 0.0410739 5.60458 
14.1292 2.14744 0.163979 0.031484 4.05441 
31.7598 3.55099 0.104753 0.0266171 4.54836 
44.5299 3.89092 0.140095 0.0275082 5.07223 
5.72327 1.49907 0.286084 0.0467912 4.45597 
21.8142 2.34783 0.0847778 0.0160184 3.53634 
42.2745 4.40928 0.140744 0.0294284 5.78414 
34.3092 3.17556 0.121116 0.0199537 4.55977 
102.054 6.88271 0.146099 0.024506 7.24231 
49.3325 4.32958 0.203704 0.0354699 6.04003 
125.53 7.32406 0.111036 0.0202804 6.6044 
11.7801 1.02491 0.194922 0.0336502 3.06125 
80.2165 5.71647 0.141411 0.0285257 6.15505 
18.5797 2.66654 0.188256 0.0349016 4.88903 
52.394 4.14252 0.169938 0.0313423 5.53402 
55.2643 4.32778 0.129301 0.0248295 5.37399 
10.5397 1.81659 0.143271 0.03555 3.42062 
29.9624 2.80653 0.1709 0.0365338 4.39696 
51.6467 4.22627 0.123891 0.0254887 5.14431 
44.0415 4.09665 0.152078 0.030636 5.37502 
194.888 7.90611 0.0484997 0.00977276 5.24807 
47.0776 2.49786 0.0845525 0.0620442 2.70167 
134.847 6.20265 0.1624 0.0196456 6.76313 
197.259 9.37419 0.0671517 0.0137088 6.68915 
228.562 10.612 0.0712666 0.014847 7.18706 
359.986 13.1256 0.0463708 0.013448 6.72319 
180.962 8.1537 0.0648741 0.0116489 5.99136 
122.379 6.60346 0.0670394 0.013835 5.37025 
146.952 6.50026 0.0444016 0.0127052 4.26884 
67.7638 2.82912 0.0557888 0.0107305 2.84139 
176.715 6.69186 0.0473302 0.0103313 4.55377 
306.122 10.9823 0.0433941 0.0102581 5.93683 
42.4477 3.59134 0.0930699 0.0158587 4.50009 
241.453 9.26618 0.0428472 0.00906914 5.59711 
184.804 8.09571 0.0667076 0.0146883 5.79341 
60.1466 3.91547 0.0936275 0.0177891 4.42605 
48.5912 4.3177 0.159657 0.0217294 6.23018 
236.93 9.8078 0.0619354 0.0136122 6.14855 
14.299 2.38169 0.19482 0.0321706 4.94576 
186.119 6.60527 0.0320251 0.00909054 3.73692 
332.88 10.4017 0.0377703 0.0114761 5.05494 
237.807 8.96417 0.0395797 0.00843638 5.27874 
110.314 5.81041 0.0613295 0.0120345 4.83017 
152.414 7.85366 0.120868 0.022878 6.86264 
28.8904 3.07103 0.134581 0.0197739 4.85926 
107.16 5.49541 0.0611141 0.00996474 4.75366 
669.068 15.0976 0.0642594 0.0136982 7.21814 
629.526 15.7958 0.0473628 0.0102758 6.77179 
99.7918 5.79637 0.0569167 0.0139509 4.67749 
49.583 3.96275 0.0700027 0.0160365 4.12539 
46.8614 3.38502 0.0512241 0.0127709 3.35434 
348.459 9.7435 0.0267078 0.0103621 4.0072 
20.1794 2.83282 0.151483 0.0286529 4.75292 
94.2426 4.35784 0.0973439 0.0132166 4.69255 
519.431 13.7418 0.0338867 0.012465 5.33355 
342.039 11.9235 0.0436248 0.0106632 6.14367 
138.524 6.78671 0.0981371 0.0174273 5.90148 
297.217 9.49644 0.0528151 0.0103596 5.65313 
101.425 5.49102 0.0548577 0.0125622 4.48249 
170.671 6.44663 0.105894 0.0176309 5.34022 
90.195 5.34058 0.137419 0.0263966 5.49491 
63.8914 3.94136 0.0630785 0.0135974 3.8364 
32.8464 3.68582 0.169805 0.024667 5.90514 
116.934 6.98109 0.0716784 0.0160916 5.70697 
244.256 9.91459 0.0506803 0.0104888 6.19996 
83.6307 5.71917 0.0998557 0.0232797 5.55375 
14.2015 1.45366 0.0442811 0.0108855 2.06895 
37.8785 2.51019 0.0448921 0.0118585 2.6469 
97.0693 4.74033 0.0246036 0.0207086 2.34694 
34.6449 2.91906 0.157082 0.0217543 5.00406 
136.385 5.47589 0.0396466 0.00942161 3.78849 
40.0804 3.31034 0.126954 0.0192954 4.82119 
106.158 6.28452 0.115187 0.016174 6.38483 
91.2246 5.56677 0.0939334 0.0148905 5.63959 
58.1436 4.25227 0.0956746 0.015486 4.87209 
55.5936 4.14919 0.0972397 0.0165905 4.84694 
21.9928 2.36277 0.0823816 0.0176104 3.32684 
108.348 3.94351 0.125647 0.0181731 4.4353 
40.6004 3.85078 0.181474 0.028315 5.76684 
186.81 8.15399 0.0558505 0.0136297 5.45325 
