67.605 5.34516 0.219276 0.0404418 6.88567 
92.0621 4.90293 0.311787 0.0536343 6.60412 
45.9858 4.80022 0.220449 0.0434382 6.72361 
49.8515 5.3524 0.183534 0.0386289 6.73486 
37.9379 4.14852 0.255021 0.050649 6.51447 
1.09639 0.701151 0.687735 0.114853 4.67727 
8.80346 2.24354 0.358265 0.0699602 5.63277 
39.9122 4.10033 0.250598 0.0504608 6.45541 
18.2404 2.92499 0.326735 0.0538423 6.31031 
20.4439 3.2785 0.286005 0.0611048 5.98631 
23.981 3.5259 0.276686 0.0549636 6.13007 
31.151 3.88005 0.272691 0.0495189 6.40774 
30.3439 3.43272 0.318122 0.0526076 6.36987 
20.1009 3.07982 0.311786 0.0579006 6.21974 
72.1333 5.69104 0.211077 0.0370623 7.06126 
40.5798 4.62297 0.219186 0.0438673 6.62636 
68.0261 5.31367 0.22305 0.0438598 6.79837 
8.39891 2.03675 0.401388 0.0638013 5.88073 
2.85867 0.964432 0.611474 0.108683 4.83633 
11.943 2.4796 0.346315 0.0608957 6.03434 
42.8594 4.4108 0.251202 0.0506317 6.5132 
7.85267 2.05682 0.392525 0.0642004 5.79753 
57.5507 5.05084 0.237638 0.0413784 6.892 
25.7992 3.70269 0.261406 0.0484633 6.46051 
62.121 4.83991 0.252598 0.0532101 6.5533 
55.0159 4.93793 0.234771 0.0374167 6.99055 
21.4271 3.30098 0.283843 0.0485266 6.43002 
33.8027 4.27959 0.230538 0.0392202 6.82714 
164.941 9.77194 0.107298 0.0250496 7.60702 
393.55 15.1028 0.0698375 0.014782 8.63407 
163.443 8.79383 0.143194 0.0255974 7.73957 
29.9245 4.0282 0.233175 0.0437418 6.49712 
31.1205 3.9438 0.244584 0.0353752 7.02007 
413.357 15.5816 0.0687973 0.0146637 8.62244 
196.591 10.5103 0.106257 0.0210699 7.94427 
54.9005 5.61962 0.171183 0.0420816 6.64602 
46.9986 4.8561 0.209546 0.0336417 7.09175 
338.992 11.6265 0.115877 0.0487754 6.23016 
64.088 5.2932 0.202997 0.030853 7.23967 
217.301 9.93731 0.11695 0.0191402 8.17769 
218.159 11.1747 0.0949607 0.0218312 7.83312 
49.8489 5.35547 0.186726 0.0399158 6.72232 
457.883 16.6949 0.058981 0.0171051 8.31084 
334.29 13.5613 0.0831919 0.0167631 8.46281 
336.534 13.7989 0.0807643 0.0162964 8.39565 
298.441 12.2576 0.096788 0.0207931 8.16754 
202.355 8.17803 0.162961 0.0307936 7.2304 
375.755 14.253 0.0818392 0.0211214 7.86486 
20.0076 3.33255 0.272597 0.0450142 6.58433 
227.141 10.9738 0.102963 0.0182392 8.21155 
198.74 10.9152 0.0903739 0.0194566 8.09977 
347.784 13.3495 0.09228 0.0174404 8.44954 
216.442 9.10418 0.158772 0.0220512 7.9301 
168.389 9.2636 0.131927 0.0196885 8.08082 
267.66 10.1973 0.157545 0.0270629 7.85166 
125.93 8.00759 0.145481 0.0334976 6.95569 
